"Förvärvsarbetande nattbefolkning 16- år by År, Delområde, Arbetsdelområde and Kön"

"År"	"Delområde"	"Arbetsdelområde"	"Kön"	Förvärvsarbetande nattbefolkning 16- år
"2008"	"Universitetsområdet"	"I20-området"	"Totalt"	..
"2008"	"I20-området"	"Berghem"	"Totalt"	..
"2008"	"I20-området"	"Haga/Sandbacka"	"Totalt"	..
"2008"	"I20-området"	"Centrala staden"	"Totalt"	..
"2008"	"I20-området"	"Västerslätt"	"Totalt"	..
"2008"	"I20-området"	"Ersboda/Ersmark"	"Totalt"	..
"2008"	"I20-området"	"Backen"	"Totalt"	..
"2008"	"I20-området"	"Umeå västra landsbygd"	"Totalt"	..
"2008"	"I20-området"	"Tavelsjö"	"Totalt"	..
"2008"	"I20-området"	"Teg"	"Totalt"	..
"2008"	"I20-området"	"Umeå södra landsbygd"	"Totalt"	..
"2008"	"I20-området"	"Östra stadsdelen"	"Totalt"	..
"2008"	"I20-området"	"Marieområdet"	"Totalt"	..
"2008"	"I20-området"	"Universitetsområdet"	"Totalt"	..
"2008"	"I20-området"	"Tomteboområdet"	"Totalt"	..
"2008"	"I20-området"	"Holmsund"	"Totalt"	..
"2008"	"I20-området"	"Hörnefors"	"Totalt"	..
"2008"	"I20-området"	"Sävar"	"Totalt"	..
"2008"	"I20-området"	"Holmön"	"Totalt"	..
"2008"	"I20-området"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"I20-området"	"Uppgift saknas"	"Totalt"	..
"2008"	"I20-området"	"Ospecificerad arbetsplats"	"Totalt"	..
"2008"	"I20-området"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2008"	"I20-området"	"Växlande arbetskraft"	"Totalt"	..
"2008"	"I20-området"	"Totalt"	"Totalt"	..
"2008"	"I20-området"	"I20-området"	"Totalt"	..
"2009"	"Berghem"	"Berghem"	"Totalt"	72
"2009"	"Berghem"	"Haga/Sandbacka"	"Totalt"	26
"2009"	"Berghem"	"Centrala staden"	"Totalt"	400
"2009"	"Berghem"	"Västerslätt"	"Totalt"	41
"2009"	"Berghem"	"Ersboda/Ersmark"	"Totalt"	131
"2009"	"Berghem"	"Backen"	"Totalt"	74
"2009"	"Berghem"	"Umeå västra landsbygd"	"Totalt"	6
"2009"	"Berghem"	"Tavelsjö"	"Totalt"	1
"2009"	"Berghem"	"Teg"	"Totalt"	106
"2009"	"Berghem"	"Umeå södra landsbygd"	"Totalt"	4
"2009"	"Berghem"	"Östra stadsdelen"	"Totalt"	60
"2009"	"Berghem"	"Marieområdet"	"Totalt"	62
"2009"	"Berghem"	"Universitetsområdet"	"Totalt"	545
"2009"	"Berghem"	"Tomteboområdet"	"Totalt"	7
"2009"	"Berghem"	"Holmsund"	"Totalt"	27
"2009"	"Berghem"	"Hörnefors"	"Totalt"	3
"2009"	"Berghem"	"Sävar"	"Totalt"	11
"2009"	"Berghem"	"Holmön"	"Totalt"	0
"2009"	"Berghem"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Berghem"	"Uppgift saknas"	"Totalt"	0
"2009"	"Berghem"	"Ospecificerad arbetsplats"	"Totalt"	37
"2009"	"Berghem"	"Arbetsplatsen saknar NYKO"	"Totalt"	4
"2009"	"Berghem"	"Växlande arbetskraft"	"Totalt"	17
"2009"	"Berghem"	"Totalt"	"Totalt"	1634
"2009"	"Berghem"	"I20-området"	"Totalt"	..
"2009"	"Haga/Sandbacka"	"Berghem"	"Totalt"	42
"2009"	"Haga/Sandbacka"	"Haga/Sandbacka"	"Totalt"	230
"2009"	"Haga/Sandbacka"	"Centrala staden"	"Totalt"	1033
"2009"	"Haga/Sandbacka"	"Västerslätt"	"Totalt"	130
"2009"	"Haga/Sandbacka"	"Ersboda/Ersmark"	"Totalt"	401
"2009"	"Haga/Sandbacka"	"Backen"	"Totalt"	213
"2009"	"Haga/Sandbacka"	"Umeå västra landsbygd"	"Totalt"	36
"2009"	"Haga/Sandbacka"	"Tavelsjö"	"Totalt"	10
"2009"	"Haga/Sandbacka"	"Teg"	"Totalt"	298
"2009"	"Haga/Sandbacka"	"Umeå södra landsbygd"	"Totalt"	19
"2009"	"Haga/Sandbacka"	"Östra stadsdelen"	"Totalt"	123
"2009"	"Haga/Sandbacka"	"Marieområdet"	"Totalt"	144
"2009"	"Haga/Sandbacka"	"Universitetsområdet"	"Totalt"	592
"2009"	"Haga/Sandbacka"	"Tomteboområdet"	"Totalt"	21
"2009"	"Haga/Sandbacka"	"Holmsund"	"Totalt"	62
"2009"	"Haga/Sandbacka"	"Hörnefors"	"Totalt"	9
"2009"	"Haga/Sandbacka"	"Sävar"	"Totalt"	30
"2009"	"Haga/Sandbacka"	"Holmön"	"Totalt"	0
"2009"	"Haga/Sandbacka"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Haga/Sandbacka"	"Uppgift saknas"	"Totalt"	0
"2009"	"Haga/Sandbacka"	"Ospecificerad arbetsplats"	"Totalt"	98
"2009"	"Haga/Sandbacka"	"Arbetsplatsen saknar NYKO"	"Totalt"	16
"2009"	"Haga/Sandbacka"	"Växlande arbetskraft"	"Totalt"	37
"2009"	"Haga/Sandbacka"	"Totalt"	"Totalt"	3544
"2009"	"Haga/Sandbacka"	"I20-området"	"Totalt"	..
"2009"	"Centrala staden"	"Berghem"	"Totalt"	39
"2009"	"Centrala staden"	"Haga/Sandbacka"	"Totalt"	77
"2009"	"Centrala staden"	"Centrala staden"	"Totalt"	1918
"2009"	"Centrala staden"	"Västerslätt"	"Totalt"	141
"2009"	"Centrala staden"	"Ersboda/Ersmark"	"Totalt"	396
"2009"	"Centrala staden"	"Backen"	"Totalt"	279
"2009"	"Centrala staden"	"Umeå västra landsbygd"	"Totalt"	35
"2009"	"Centrala staden"	"Tavelsjö"	"Totalt"	4
"2009"	"Centrala staden"	"Teg"	"Totalt"	405
"2009"	"Centrala staden"	"Umeå södra landsbygd"	"Totalt"	23
"2009"	"Centrala staden"	"Östra stadsdelen"	"Totalt"	162
"2009"	"Centrala staden"	"Marieområdet"	"Totalt"	134
"2009"	"Centrala staden"	"Universitetsområdet"	"Totalt"	923
"2009"	"Centrala staden"	"Tomteboområdet"	"Totalt"	33
"2009"	"Centrala staden"	"Holmsund"	"Totalt"	105
"2009"	"Centrala staden"	"Hörnefors"	"Totalt"	23
"2009"	"Centrala staden"	"Sävar"	"Totalt"	34
"2009"	"Centrala staden"	"Holmön"	"Totalt"	0
"2009"	"Centrala staden"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Centrala staden"	"Uppgift saknas"	"Totalt"	0
"2009"	"Centrala staden"	"Ospecificerad arbetsplats"	"Totalt"	108
"2009"	"Centrala staden"	"Arbetsplatsen saknar NYKO"	"Totalt"	17
"2009"	"Centrala staden"	"Växlande arbetskraft"	"Totalt"	59
"2009"	"Centrala staden"	"Totalt"	"Totalt"	4915
"2009"	"Centrala staden"	"I20-området"	"Totalt"	..
"2009"	"Västerslätt"	"Berghem"	"Totalt"	5
"2009"	"Västerslätt"	"Haga/Sandbacka"	"Totalt"	21
"2009"	"Västerslätt"	"Centrala staden"	"Totalt"	247
"2009"	"Västerslätt"	"Västerslätt"	"Totalt"	101
"2009"	"Västerslätt"	"Ersboda/Ersmark"	"Totalt"	77
"2009"	"Västerslätt"	"Backen"	"Totalt"	124
"2009"	"Västerslätt"	"Umeå västra landsbygd"	"Totalt"	15
"2009"	"Västerslätt"	"Tavelsjö"	"Totalt"	0
"2009"	"Västerslätt"	"Teg"	"Totalt"	83
"2009"	"Västerslätt"	"Umeå södra landsbygd"	"Totalt"	1
"2009"	"Västerslätt"	"Östra stadsdelen"	"Totalt"	31
"2009"	"Västerslätt"	"Marieområdet"	"Totalt"	39
"2009"	"Västerslätt"	"Universitetsområdet"	"Totalt"	114
"2009"	"Västerslätt"	"Tomteboområdet"	"Totalt"	6
"2009"	"Västerslätt"	"Holmsund"	"Totalt"	11
"2009"	"Västerslätt"	"Hörnefors"	"Totalt"	1
"2009"	"Västerslätt"	"Sävar"	"Totalt"	4
"2009"	"Västerslätt"	"Holmön"	"Totalt"	0
"2009"	"Västerslätt"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Västerslätt"	"Uppgift saknas"	"Totalt"	0
"2009"	"Västerslätt"	"Ospecificerad arbetsplats"	"Totalt"	16
"2009"	"Västerslätt"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2009"	"Västerslätt"	"Växlande arbetskraft"	"Totalt"	3
"2009"	"Västerslätt"	"Totalt"	"Totalt"	900
"2009"	"Västerslätt"	"I20-området"	"Totalt"	..
"2009"	"Ersboda/Ersmark"	"Berghem"	"Totalt"	26
"2009"	"Ersboda/Ersmark"	"Haga/Sandbacka"	"Totalt"	91
"2009"	"Ersboda/Ersmark"	"Centrala staden"	"Totalt"	847
"2009"	"Ersboda/Ersmark"	"Västerslätt"	"Totalt"	184
"2009"	"Ersboda/Ersmark"	"Ersboda/Ersmark"	"Totalt"	786
"2009"	"Ersboda/Ersmark"	"Backen"	"Totalt"	289
"2009"	"Ersboda/Ersmark"	"Umeå västra landsbygd"	"Totalt"	29
"2009"	"Ersboda/Ersmark"	"Tavelsjö"	"Totalt"	3
"2009"	"Ersboda/Ersmark"	"Teg"	"Totalt"	349
"2009"	"Ersboda/Ersmark"	"Umeå södra landsbygd"	"Totalt"	17
"2009"	"Ersboda/Ersmark"	"Östra stadsdelen"	"Totalt"	142
"2009"	"Ersboda/Ersmark"	"Marieområdet"	"Totalt"	241
"2009"	"Ersboda/Ersmark"	"Universitetsområdet"	"Totalt"	693
"2009"	"Ersboda/Ersmark"	"Tomteboområdet"	"Totalt"	37
"2009"	"Ersboda/Ersmark"	"Holmsund"	"Totalt"	65
"2009"	"Ersboda/Ersmark"	"Hörnefors"	"Totalt"	9
"2009"	"Ersboda/Ersmark"	"Sävar"	"Totalt"	43
"2009"	"Ersboda/Ersmark"	"Holmön"	"Totalt"	0
"2009"	"Ersboda/Ersmark"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Ersboda/Ersmark"	"Uppgift saknas"	"Totalt"	0
"2009"	"Ersboda/Ersmark"	"Ospecificerad arbetsplats"	"Totalt"	89
"2009"	"Ersboda/Ersmark"	"Arbetsplatsen saknar NYKO"	"Totalt"	6
"2009"	"Ersboda/Ersmark"	"Växlande arbetskraft"	"Totalt"	89
"2009"	"Ersboda/Ersmark"	"Totalt"	"Totalt"	4035
"2009"	"Ersboda/Ersmark"	"I20-området"	"Totalt"	..
"2009"	"Backen"	"Berghem"	"Totalt"	19
"2009"	"Backen"	"Haga/Sandbacka"	"Totalt"	76
"2009"	"Backen"	"Centrala staden"	"Totalt"	1104
"2009"	"Backen"	"Västerslätt"	"Totalt"	195
"2009"	"Backen"	"Ersboda/Ersmark"	"Totalt"	326
"2009"	"Backen"	"Backen"	"Totalt"	950
"2009"	"Backen"	"Umeå västra landsbygd"	"Totalt"	73
"2009"	"Backen"	"Tavelsjö"	"Totalt"	8
"2009"	"Backen"	"Teg"	"Totalt"	325
"2009"	"Backen"	"Umeå södra landsbygd"	"Totalt"	20
"2009"	"Backen"	"Östra stadsdelen"	"Totalt"	135
"2009"	"Backen"	"Marieområdet"	"Totalt"	101
"2009"	"Backen"	"Universitetsområdet"	"Totalt"	586
"2009"	"Backen"	"Tomteboområdet"	"Totalt"	19
"2009"	"Backen"	"Holmsund"	"Totalt"	58
"2009"	"Backen"	"Hörnefors"	"Totalt"	18
"2009"	"Backen"	"Sävar"	"Totalt"	28
"2009"	"Backen"	"Holmön"	"Totalt"	0
"2009"	"Backen"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Backen"	"Uppgift saknas"	"Totalt"	0
"2009"	"Backen"	"Ospecificerad arbetsplats"	"Totalt"	98
"2009"	"Backen"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2009"	"Backen"	"Växlande arbetskraft"	"Totalt"	49
"2009"	"Backen"	"Totalt"	"Totalt"	4196
"2009"	"Backen"	"I20-området"	"Totalt"	..
"2009"	"Umeå västra landsbygd"	"Berghem"	"Totalt"	4
"2009"	"Umeå västra landsbygd"	"Haga/Sandbacka"	"Totalt"	23
"2009"	"Umeå västra landsbygd"	"Centrala staden"	"Totalt"	319
"2009"	"Umeå västra landsbygd"	"Västerslätt"	"Totalt"	76
"2009"	"Umeå västra landsbygd"	"Ersboda/Ersmark"	"Totalt"	117
"2009"	"Umeå västra landsbygd"	"Backen"	"Totalt"	186
"2009"	"Umeå västra landsbygd"	"Umeå västra landsbygd"	"Totalt"	271
"2009"	"Umeå västra landsbygd"	"Tavelsjö"	"Totalt"	8
"2009"	"Umeå västra landsbygd"	"Teg"	"Totalt"	166
"2009"	"Umeå västra landsbygd"	"Umeå södra landsbygd"	"Totalt"	7
"2009"	"Umeå västra landsbygd"	"Östra stadsdelen"	"Totalt"	54
"2009"	"Umeå västra landsbygd"	"Marieområdet"	"Totalt"	63
"2009"	"Umeå västra landsbygd"	"Universitetsområdet"	"Totalt"	240
"2009"	"Umeå västra landsbygd"	"Tomteboområdet"	"Totalt"	4
"2009"	"Umeå västra landsbygd"	"Holmsund"	"Totalt"	26
"2009"	"Umeå västra landsbygd"	"Hörnefors"	"Totalt"	1
"2009"	"Umeå västra landsbygd"	"Sävar"	"Totalt"	9
"2009"	"Umeå västra landsbygd"	"Holmön"	"Totalt"	0
"2009"	"Umeå västra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Umeå västra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2009"	"Umeå västra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	53
"2009"	"Umeå västra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2009"	"Umeå västra landsbygd"	"Växlande arbetskraft"	"Totalt"	21
"2009"	"Umeå västra landsbygd"	"Totalt"	"Totalt"	1656
"2009"	"Umeå västra landsbygd"	"I20-området"	"Totalt"	..
"2009"	"Tavelsjö"	"Berghem"	"Totalt"	2
"2009"	"Tavelsjö"	"Haga/Sandbacka"	"Totalt"	26
"2009"	"Tavelsjö"	"Centrala staden"	"Totalt"	190
"2009"	"Tavelsjö"	"Västerslätt"	"Totalt"	51
"2009"	"Tavelsjö"	"Ersboda/Ersmark"	"Totalt"	90
"2009"	"Tavelsjö"	"Backen"	"Totalt"	116
"2009"	"Tavelsjö"	"Umeå västra landsbygd"	"Totalt"	26
"2009"	"Tavelsjö"	"Tavelsjö"	"Totalt"	203
"2009"	"Tavelsjö"	"Teg"	"Totalt"	103
"2009"	"Tavelsjö"	"Umeå södra landsbygd"	"Totalt"	9
"2009"	"Tavelsjö"	"Östra stadsdelen"	"Totalt"	30
"2009"	"Tavelsjö"	"Marieområdet"	"Totalt"	35
"2009"	"Tavelsjö"	"Universitetsområdet"	"Totalt"	109
"2009"	"Tavelsjö"	"Tomteboområdet"	"Totalt"	3
"2009"	"Tavelsjö"	"Holmsund"	"Totalt"	12
"2009"	"Tavelsjö"	"Hörnefors"	"Totalt"	2
"2009"	"Tavelsjö"	"Sävar"	"Totalt"	9
"2009"	"Tavelsjö"	"Holmön"	"Totalt"	0
"2009"	"Tavelsjö"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Tavelsjö"	"Uppgift saknas"	"Totalt"	0
"2009"	"Tavelsjö"	"Ospecificerad arbetsplats"	"Totalt"	23
"2009"	"Tavelsjö"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2009"	"Tavelsjö"	"Växlande arbetskraft"	"Totalt"	7
"2009"	"Tavelsjö"	"Totalt"	"Totalt"	1047
"2009"	"Tavelsjö"	"I20-området"	"Totalt"	..
"2009"	"Teg"	"Berghem"	"Totalt"	24
"2009"	"Teg"	"Haga/Sandbacka"	"Totalt"	79
"2009"	"Teg"	"Centrala staden"	"Totalt"	1484
"2009"	"Teg"	"Västerslätt"	"Totalt"	202
"2009"	"Teg"	"Ersboda/Ersmark"	"Totalt"	417
"2009"	"Teg"	"Backen"	"Totalt"	303
"2009"	"Teg"	"Umeå västra landsbygd"	"Totalt"	43
"2009"	"Teg"	"Tavelsjö"	"Totalt"	6
"2009"	"Teg"	"Teg"	"Totalt"	1464
"2009"	"Teg"	"Umeå södra landsbygd"	"Totalt"	40
"2009"	"Teg"	"Östra stadsdelen"	"Totalt"	172
"2009"	"Teg"	"Marieområdet"	"Totalt"	162
"2009"	"Teg"	"Universitetsområdet"	"Totalt"	794
"2009"	"Teg"	"Tomteboområdet"	"Totalt"	38
"2009"	"Teg"	"Holmsund"	"Totalt"	110
"2009"	"Teg"	"Hörnefors"	"Totalt"	15
"2009"	"Teg"	"Sävar"	"Totalt"	28
"2009"	"Teg"	"Holmön"	"Totalt"	1
"2009"	"Teg"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Teg"	"Uppgift saknas"	"Totalt"	0
"2009"	"Teg"	"Ospecificerad arbetsplats"	"Totalt"	137
"2009"	"Teg"	"Arbetsplatsen saknar NYKO"	"Totalt"	22
"2009"	"Teg"	"Växlande arbetskraft"	"Totalt"	61
"2009"	"Teg"	"Totalt"	"Totalt"	5602
"2009"	"Teg"	"I20-området"	"Totalt"	..
"2009"	"Umeå södra landsbygd"	"Berghem"	"Totalt"	4
"2009"	"Umeå södra landsbygd"	"Haga/Sandbacka"	"Totalt"	35
"2009"	"Umeå södra landsbygd"	"Centrala staden"	"Totalt"	418
"2009"	"Umeå södra landsbygd"	"Västerslätt"	"Totalt"	101
"2009"	"Umeå södra landsbygd"	"Ersboda/Ersmark"	"Totalt"	145
"2009"	"Umeå södra landsbygd"	"Backen"	"Totalt"	161
"2009"	"Umeå södra landsbygd"	"Umeå västra landsbygd"	"Totalt"	13
"2009"	"Umeå södra landsbygd"	"Tavelsjö"	"Totalt"	2
"2009"	"Umeå södra landsbygd"	"Teg"	"Totalt"	364
"2009"	"Umeå södra landsbygd"	"Umeå södra landsbygd"	"Totalt"	263
"2009"	"Umeå södra landsbygd"	"Östra stadsdelen"	"Totalt"	63
"2009"	"Umeå södra landsbygd"	"Marieområdet"	"Totalt"	66
"2009"	"Umeå södra landsbygd"	"Universitetsområdet"	"Totalt"	286
"2009"	"Umeå södra landsbygd"	"Tomteboområdet"	"Totalt"	5
"2009"	"Umeå södra landsbygd"	"Holmsund"	"Totalt"	43
"2009"	"Umeå södra landsbygd"	"Hörnefors"	"Totalt"	16
"2009"	"Umeå södra landsbygd"	"Sävar"	"Totalt"	9
"2009"	"Umeå södra landsbygd"	"Holmön"	"Totalt"	0
"2009"	"Umeå södra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Umeå södra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2009"	"Umeå södra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	42
"2009"	"Umeå södra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2009"	"Umeå södra landsbygd"	"Växlande arbetskraft"	"Totalt"	15
"2009"	"Umeå södra landsbygd"	"Totalt"	"Totalt"	2054
"2009"	"Umeå södra landsbygd"	"I20-området"	"Totalt"	..
"2009"	"Östra stadsdelen"	"Berghem"	"Totalt"	43
"2009"	"Östra stadsdelen"	"Haga/Sandbacka"	"Totalt"	62
"2009"	"Östra stadsdelen"	"Centrala staden"	"Totalt"	871
"2009"	"Östra stadsdelen"	"Västerslätt"	"Totalt"	103
"2009"	"Östra stadsdelen"	"Ersboda/Ersmark"	"Totalt"	293
"2009"	"Östra stadsdelen"	"Backen"	"Totalt"	205
"2009"	"Östra stadsdelen"	"Umeå västra landsbygd"	"Totalt"	34
"2009"	"Östra stadsdelen"	"Tavelsjö"	"Totalt"	5
"2009"	"Östra stadsdelen"	"Teg"	"Totalt"	305
"2009"	"Östra stadsdelen"	"Umeå södra landsbygd"	"Totalt"	14
"2009"	"Östra stadsdelen"	"Östra stadsdelen"	"Totalt"	539
"2009"	"Östra stadsdelen"	"Marieområdet"	"Totalt"	93
"2009"	"Östra stadsdelen"	"Universitetsområdet"	"Totalt"	1444
"2009"	"Östra stadsdelen"	"Tomteboområdet"	"Totalt"	58
"2009"	"Östra stadsdelen"	"Holmsund"	"Totalt"	53
"2009"	"Östra stadsdelen"	"Hörnefors"	"Totalt"	12
"2009"	"Östra stadsdelen"	"Sävar"	"Totalt"	27
"2009"	"Östra stadsdelen"	"Holmön"	"Totalt"	0
"2009"	"Östra stadsdelen"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Östra stadsdelen"	"Uppgift saknas"	"Totalt"	0
"2009"	"Östra stadsdelen"	"Ospecificerad arbetsplats"	"Totalt"	138
"2009"	"Östra stadsdelen"	"Arbetsplatsen saknar NYKO"	"Totalt"	17
"2009"	"Östra stadsdelen"	"Växlande arbetskraft"	"Totalt"	70
"2009"	"Östra stadsdelen"	"Totalt"	"Totalt"	4386
"2009"	"Östra stadsdelen"	"I20-området"	"Totalt"	..
"2009"	"Marieområdet"	"Berghem"	"Totalt"	39
"2009"	"Marieområdet"	"Haga/Sandbacka"	"Totalt"	76
"2009"	"Marieområdet"	"Centrala staden"	"Totalt"	724
"2009"	"Marieområdet"	"Västerslätt"	"Totalt"	97
"2009"	"Marieområdet"	"Ersboda/Ersmark"	"Totalt"	403
"2009"	"Marieområdet"	"Backen"	"Totalt"	183
"2009"	"Marieområdet"	"Umeå västra landsbygd"	"Totalt"	27
"2009"	"Marieområdet"	"Tavelsjö"	"Totalt"	11
"2009"	"Marieområdet"	"Teg"	"Totalt"	244
"2009"	"Marieområdet"	"Umeå södra landsbygd"	"Totalt"	9
"2009"	"Marieområdet"	"Östra stadsdelen"	"Totalt"	148
"2009"	"Marieområdet"	"Marieområdet"	"Totalt"	344
"2009"	"Marieområdet"	"Universitetsområdet"	"Totalt"	887
"2009"	"Marieområdet"	"Tomteboområdet"	"Totalt"	42
"2009"	"Marieområdet"	"Holmsund"	"Totalt"	81
"2009"	"Marieområdet"	"Hörnefors"	"Totalt"	8
"2009"	"Marieområdet"	"Sävar"	"Totalt"	50
"2009"	"Marieområdet"	"Holmön"	"Totalt"	0
"2009"	"Marieområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Marieområdet"	"Uppgift saknas"	"Totalt"	0
"2009"	"Marieområdet"	"Ospecificerad arbetsplats"	"Totalt"	81
"2009"	"Marieområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	13
"2009"	"Marieområdet"	"Växlande arbetskraft"	"Totalt"	40
"2009"	"Marieområdet"	"Totalt"	"Totalt"	3507
"2009"	"Marieområdet"	"I20-området"	"Totalt"	..
"2009"	"Universitetsområde"	"Berghem"	"Totalt"	11
"2009"	"Universitetsområde"	"Haga/Sandbacka"	"Totalt"	7
"2009"	"Universitetsområde"	"Centrala staden"	"Totalt"	194
"2009"	"Universitetsområde"	"Västerslätt"	"Totalt"	17
"2009"	"Universitetsområde"	"Ersboda/Ersmark"	"Totalt"	93
"2009"	"Universitetsområde"	"Backen"	"Totalt"	39
"2009"	"Universitetsområde"	"Umeå västra landsbygd"	"Totalt"	0
"2009"	"Universitetsområde"	"Tavelsjö"	"Totalt"	4
"2009"	"Universitetsområde"	"Teg"	"Totalt"	48
"2009"	"Universitetsområde"	"Umeå södra landsbygd"	"Totalt"	7
"2009"	"Universitetsområde"	"Östra stadsdelen"	"Totalt"	63
"2009"	"Universitetsområde"	"Marieområdet"	"Totalt"	39
"2009"	"Universitetsområde"	"Universitetsområdet"	"Totalt"	202
"2009"	"Universitetsområde"	"Tomteboområdet"	"Totalt"	8
"2009"	"Universitetsområde"	"Holmsund"	"Totalt"	16
"2009"	"Universitetsområde"	"Hörnefors"	"Totalt"	0
"2009"	"Universitetsområde"	"Sävar"	"Totalt"	6
"2009"	"Universitetsområde"	"Holmön"	"Totalt"	0
"2009"	"Universitetsområde"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Universitetsområde"	"Uppgift saknas"	"Totalt"	0
"2009"	"Universitetsområde"	"Ospecificerad arbetsplats"	"Totalt"	42
"2009"	"Universitetsområde"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2009"	"Universitetsområde"	"Växlande arbetskraft"	"Totalt"	15
"2009"	"Universitetsområde"	"Totalt"	"Totalt"	813
"2009"	"Universitetsområde"	"I20-området"	"Totalt"	..
"2009"	"Tomteboområdet"	"Berghem"	"Totalt"	13
"2009"	"Tomteboområdet"	"Haga/Sandbacka"	"Totalt"	27
"2009"	"Tomteboområdet"	"Centrala staden"	"Totalt"	453
"2009"	"Tomteboområdet"	"Västerslätt"	"Totalt"	63
"2009"	"Tomteboområdet"	"Ersboda/Ersmark"	"Totalt"	181
"2009"	"Tomteboområdet"	"Backen"	"Totalt"	101
"2009"	"Tomteboområdet"	"Umeå västra landsbygd"	"Totalt"	22
"2009"	"Tomteboområdet"	"Tavelsjö"	"Totalt"	2
"2009"	"Tomteboområdet"	"Teg"	"Totalt"	195
"2009"	"Tomteboområdet"	"Umeå södra landsbygd"	"Totalt"	7
"2009"	"Tomteboområdet"	"Östra stadsdelen"	"Totalt"	186
"2009"	"Tomteboområdet"	"Marieområdet"	"Totalt"	88
"2009"	"Tomteboområdet"	"Universitetsområdet"	"Totalt"	745
"2009"	"Tomteboområdet"	"Tomteboområdet"	"Totalt"	176
"2009"	"Tomteboområdet"	"Holmsund"	"Totalt"	47
"2009"	"Tomteboområdet"	"Hörnefors"	"Totalt"	9
"2009"	"Tomteboområdet"	"Sävar"	"Totalt"	32
"2009"	"Tomteboområdet"	"Holmön"	"Totalt"	0
"2009"	"Tomteboområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Tomteboområdet"	"Uppgift saknas"	"Totalt"	0
"2009"	"Tomteboområdet"	"Ospecificerad arbetsplats"	"Totalt"	57
"2009"	"Tomteboområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	5
"2009"	"Tomteboområdet"	"Växlande arbetskraft"	"Totalt"	23
"2009"	"Tomteboområdet"	"Totalt"	"Totalt"	2432
"2009"	"Tomteboområdet"	"I20-området"	"Totalt"	..
"2009"	"Holmsund"	"Berghem"	"Totalt"	17
"2009"	"Holmsund"	"Haga/Sandbacka"	"Totalt"	39
"2009"	"Holmsund"	"Centrala staden"	"Totalt"	670
"2009"	"Holmsund"	"Västerslätt"	"Totalt"	135
"2009"	"Holmsund"	"Ersboda/Ersmark"	"Totalt"	217
"2009"	"Holmsund"	"Backen"	"Totalt"	159
"2009"	"Holmsund"	"Umeå västra landsbygd"	"Totalt"	20
"2009"	"Holmsund"	"Tavelsjö"	"Totalt"	8
"2009"	"Holmsund"	"Teg"	"Totalt"	366
"2009"	"Holmsund"	"Umeå södra landsbygd"	"Totalt"	31
"2009"	"Holmsund"	"Östra stadsdelen"	"Totalt"	159
"2009"	"Holmsund"	"Marieområdet"	"Totalt"	90
"2009"	"Holmsund"	"Universitetsområdet"	"Totalt"	613
"2009"	"Holmsund"	"Tomteboområdet"	"Totalt"	16
"2009"	"Holmsund"	"Holmsund"	"Totalt"	1249
"2009"	"Holmsund"	"Hörnefors"	"Totalt"	7
"2009"	"Holmsund"	"Sävar"	"Totalt"	11
"2009"	"Holmsund"	"Holmön"	"Totalt"	0
"2009"	"Holmsund"	"Umeå östra landsbygd"	"Totalt"	..
"2009"	"Holmsund"	"Uppgift saknas"	"Totalt"	0
"2009"	"Holmsund"	"Ospecificerad arbetsplats"	"Totalt"	66
"2009"	"Holmsund"	"Arbetsplatsen saknar NYKO"	"Totalt"	11
"2009"	"Holmsund"	"Växlande arbetskraft"	"Totalt"	37
"2009"	"Holmsund"	"Totalt"	"Totalt"	3921
"2009"	"Holmsund"	"I20-området"	"Totalt"	..
"2009"	"Hörnefors"	"Berghem"	"Totalt"	4
"2009"	"Hörnefors"	"Haga/Sandbacka"	"Totalt"	34
