"Förvärvsarbetande nattbefolkning 16- år by År, Delområde, Arbetsdelområde and Kön"

"År"	"Delområde"	"Arbetsdelområde"	"Kön"	Förvärvsarbetande nattbefolkning 16- år
"2007"	"Umeå östra landsbygd"	"Hörnefors"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Sävar"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Holmön"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Uppgift saknas"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Växlande arbetskraft"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Totalt"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"I20-området"	"Totalt"	..
"2007"	"Uppgift saknas"	"Berghem"	"Totalt"	0
"2007"	"Uppgift saknas"	"Haga/Sandbacka"	"Totalt"	0
"2007"	"Uppgift saknas"	"Centrala staden"	"Totalt"	0
"2007"	"Uppgift saknas"	"Västerslätt"	"Totalt"	0
"2007"	"Uppgift saknas"	"Ersboda/Ersmark"	"Totalt"	0
"2007"	"Uppgift saknas"	"Backen"	"Totalt"	0
"2007"	"Uppgift saknas"	"Umeå västra landsbygd"	"Totalt"	0
"2007"	"Uppgift saknas"	"Tavelsjö"	"Totalt"	0
"2007"	"Uppgift saknas"	"Teg"	"Totalt"	0
"2007"	"Uppgift saknas"	"Umeå södra landsbygd"	"Totalt"	0
"2007"	"Uppgift saknas"	"Östra stadsdelen"	"Totalt"	0
"2007"	"Uppgift saknas"	"Marieområdet"	"Totalt"	0
"2007"	"Uppgift saknas"	"Universitetsområdet"	"Totalt"	0
"2007"	"Uppgift saknas"	"Tomteboområdet"	"Totalt"	0
"2007"	"Uppgift saknas"	"Holmsund"	"Totalt"	0
"2007"	"Uppgift saknas"	"Hörnefors"	"Totalt"	0
"2007"	"Uppgift saknas"	"Sävar"	"Totalt"	0
"2007"	"Uppgift saknas"	"Holmön"	"Totalt"	0
"2007"	"Uppgift saknas"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Uppgift saknas"	"Uppgift saknas"	"Totalt"	0
"2007"	"Uppgift saknas"	"Ospecificerad arbetsplats"	"Totalt"	0
"2007"	"Uppgift saknas"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Uppgift saknas"	"Växlande arbetskraft"	"Totalt"	0
"2007"	"Uppgift saknas"	"Totalt"	"Totalt"	0
"2007"	"Uppgift saknas"	"I20-området"	"Totalt"	..
"2007"	"Restförda"	"Berghem"	"Totalt"	0
"2007"	"Restförda"	"Haga/Sandbacka"	"Totalt"	0
"2007"	"Restförda"	"Centrala staden"	"Totalt"	0
"2007"	"Restförda"	"Västerslätt"	"Totalt"	0
"2007"	"Restförda"	"Ersboda/Ersmark"	"Totalt"	0
"2007"	"Restförda"	"Backen"	"Totalt"	0
"2007"	"Restförda"	"Umeå västra landsbygd"	"Totalt"	0
"2007"	"Restförda"	"Tavelsjö"	"Totalt"	0
"2007"	"Restförda"	"Teg"	"Totalt"	0
"2007"	"Restförda"	"Umeå södra landsbygd"	"Totalt"	0
"2007"	"Restförda"	"Östra stadsdelen"	"Totalt"	0
"2007"	"Restförda"	"Marieområdet"	"Totalt"	0
"2007"	"Restförda"	"Universitetsområdet"	"Totalt"	0
"2007"	"Restförda"	"Tomteboområdet"	"Totalt"	0
"2007"	"Restförda"	"Holmsund"	"Totalt"	0
"2007"	"Restförda"	"Hörnefors"	"Totalt"	0
"2007"	"Restförda"	"Sävar"	"Totalt"	0
"2007"	"Restförda"	"Holmön"	"Totalt"	0
"2007"	"Restförda"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Restförda"	"Uppgift saknas"	"Totalt"	0
"2007"	"Restförda"	"Ospecificerad arbetsplats"	"Totalt"	0
"2007"	"Restförda"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Restförda"	"Växlande arbetskraft"	"Totalt"	0
"2007"	"Restförda"	"Totalt"	"Totalt"	0
"2007"	"Restförda"	"I20-området"	"Totalt"	..
"2007"	"Totalt"	"Berghem"	"Totalt"	403
"2007"	"Totalt"	"Haga/Sandbacka"	"Totalt"	1202
"2007"	"Totalt"	"Centrala staden"	"Totalt"	11836
"2007"	"Totalt"	"Västerslätt"	"Totalt"	1730
"2007"	"Totalt"	"Ersboda/Ersmark"	"Totalt"	4251
"2007"	"Totalt"	"Backen"	"Totalt"	3696
"2007"	"Totalt"	"Umeå västra landsbygd"	"Totalt"	674
"2007"	"Totalt"	"Tavelsjö"	"Totalt"	288
"2007"	"Totalt"	"Teg"	"Totalt"	6277
"2007"	"Totalt"	"Umeå södra landsbygd"	"Totalt"	520
"2007"	"Totalt"	"Östra stadsdelen"	"Totalt"	2142
"2007"	"Totalt"	"Marieområdet"	"Totalt"	1828
"2007"	"Totalt"	"Universitetsområdet"	"Totalt"	9542
"2007"	"Totalt"	"Tomteboområdet"	"Totalt"	418
"2007"	"Totalt"	"Holmsund"	"Totalt"	2087
"2007"	"Totalt"	"Hörnefors"	"Totalt"	599
"2007"	"Totalt"	"Sävar"	"Totalt"	1179
"2007"	"Totalt"	"Holmön"	"Totalt"	15
"2007"	"Totalt"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Totalt"	"Uppgift saknas"	"Totalt"	30
"2007"	"Totalt"	"Ospecificerad arbetsplats"	"Totalt"	1563
"2007"	"Totalt"	"Arbetsplatsen saknar NYKO"	"Totalt"	35
"2007"	"Totalt"	"Växlande arbetskraft"	"Totalt"	631
"2007"	"Totalt"	"Totalt"	"Totalt"	50946
"2007"	"Totalt"	"I20-området"	"Totalt"	..
"2007"	"Universitetsområdet"	"Berghem"	"Totalt"	..
"2007"	"Universitetsområdet"	"Haga/Sandbacka"	"Totalt"	..
"2007"	"Universitetsområdet"	"Centrala staden"	"Totalt"	..
"2007"	"Universitetsområdet"	"Västerslätt"	"Totalt"	..
"2007"	"Universitetsområdet"	"Ersboda/Ersmark"	"Totalt"	..
"2007"	"Universitetsområdet"	"Backen"	"Totalt"	..
"2007"	"Universitetsområdet"	"Umeå västra landsbygd"	"Totalt"	..
"2007"	"Universitetsområdet"	"Tavelsjö"	"Totalt"	..
"2007"	"Universitetsområdet"	"Teg"	"Totalt"	..
"2007"	"Universitetsområdet"	"Umeå södra landsbygd"	"Totalt"	..
"2007"	"Universitetsområdet"	"Östra stadsdelen"	"Totalt"	..
"2007"	"Universitetsområdet"	"Marieområdet"	"Totalt"	..
"2007"	"Universitetsområdet"	"Universitetsområdet"	"Totalt"	..
"2007"	"Universitetsområdet"	"Tomteboområdet"	"Totalt"	..
"2007"	"Universitetsområdet"	"Holmsund"	"Totalt"	..
"2007"	"Universitetsområdet"	"Hörnefors"	"Totalt"	..
"2007"	"Universitetsområdet"	"Sävar"	"Totalt"	..
"2007"	"Universitetsområdet"	"Holmön"	"Totalt"	..
"2007"	"Universitetsområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Universitetsområdet"	"Uppgift saknas"	"Totalt"	..
"2007"	"Universitetsområdet"	"Ospecificerad arbetsplats"	"Totalt"	..
"2007"	"Universitetsområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2007"	"Universitetsområdet"	"Växlande arbetskraft"	"Totalt"	..
"2007"	"Universitetsområdet"	"Totalt"	"Totalt"	..
"2007"	"Universitetsområdet"	"I20-området"	"Totalt"	..
"2007"	"I20-området"	"Berghem"	"Totalt"	..
"2007"	"I20-området"	"Haga/Sandbacka"	"Totalt"	..
"2007"	"I20-området"	"Centrala staden"	"Totalt"	..
"2007"	"I20-området"	"Västerslätt"	"Totalt"	..
"2007"	"I20-området"	"Ersboda/Ersmark"	"Totalt"	..
"2007"	"I20-området"	"Backen"	"Totalt"	..
"2007"	"I20-området"	"Umeå västra landsbygd"	"Totalt"	..
"2007"	"I20-området"	"Tavelsjö"	"Totalt"	..
"2007"	"I20-området"	"Teg"	"Totalt"	..
"2007"	"I20-området"	"Umeå södra landsbygd"	"Totalt"	..
"2007"	"I20-området"	"Östra stadsdelen"	"Totalt"	..
"2007"	"I20-området"	"Marieområdet"	"Totalt"	..
"2007"	"I20-området"	"Universitetsområdet"	"Totalt"	..
"2007"	"I20-området"	"Tomteboområdet"	"Totalt"	..
"2007"	"I20-området"	"Holmsund"	"Totalt"	..
"2007"	"I20-området"	"Hörnefors"	"Totalt"	..
"2007"	"I20-området"	"Sävar"	"Totalt"	..
"2007"	"I20-området"	"Holmön"	"Totalt"	..
"2007"	"I20-området"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"I20-området"	"Uppgift saknas"	"Totalt"	..
"2007"	"I20-området"	"Ospecificerad arbetsplats"	"Totalt"	..
"2007"	"I20-området"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2007"	"I20-området"	"Växlande arbetskraft"	"Totalt"	..
"2007"	"I20-området"	"Totalt"	"Totalt"	..
"2007"	"I20-området"	"I20-området"	"Totalt"	..
"2008"	"Berghem"	"Berghem"	"Totalt"	67
"2008"	"Berghem"	"Haga/Sandbacka"	"Totalt"	20
"2008"	"Berghem"	"Centrala staden"	"Totalt"	419
"2008"	"Berghem"	"Västerslätt"	"Totalt"	34
"2008"	"Berghem"	"Ersboda/Ersmark"	"Totalt"	137
"2008"	"Berghem"	"Backen"	"Totalt"	59
"2008"	"Berghem"	"Umeå västra landsbygd"	"Totalt"	6
"2008"	"Berghem"	"Tavelsjö"	"Totalt"	2
"2008"	"Berghem"	"Teg"	"Totalt"	124
"2008"	"Berghem"	"Umeå södra landsbygd"	"Totalt"	7
"2008"	"Berghem"	"Östra stadsdelen"	"Totalt"	73
"2008"	"Berghem"	"Marieområdet"	"Totalt"	61
"2008"	"Berghem"	"Universitetsområdet"	"Totalt"	550
"2008"	"Berghem"	"Tomteboområdet"	"Totalt"	9
"2008"	"Berghem"	"Holmsund"	"Totalt"	27
"2008"	"Berghem"	"Hörnefors"	"Totalt"	4
"2008"	"Berghem"	"Sävar"	"Totalt"	14
"2008"	"Berghem"	"Holmön"	"Totalt"	0
"2008"	"Berghem"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Berghem"	"Uppgift saknas"	"Totalt"	0
"2008"	"Berghem"	"Ospecificerad arbetsplats"	"Totalt"	32
"2008"	"Berghem"	"Arbetsplatsen saknar NYKO"	"Totalt"	4
"2008"	"Berghem"	"Växlande arbetskraft"	"Totalt"	21
"2008"	"Berghem"	"Totalt"	"Totalt"	1670
"2008"	"Berghem"	"I20-området"	"Totalt"	..
"2008"	"Haga/Sandbacka"	"Berghem"	"Totalt"	41
"2008"	"Haga/Sandbacka"	"Haga/Sandbacka"	"Totalt"	249
"2008"	"Haga/Sandbacka"	"Centrala staden"	"Totalt"	1079
"2008"	"Haga/Sandbacka"	"Västerslätt"	"Totalt"	137
"2008"	"Haga/Sandbacka"	"Ersboda/Ersmark"	"Totalt"	379
"2008"	"Haga/Sandbacka"	"Backen"	"Totalt"	209
"2008"	"Haga/Sandbacka"	"Umeå västra landsbygd"	"Totalt"	37
"2008"	"Haga/Sandbacka"	"Tavelsjö"	"Totalt"	7
"2008"	"Haga/Sandbacka"	"Teg"	"Totalt"	351
"2008"	"Haga/Sandbacka"	"Umeå södra landsbygd"	"Totalt"	27
"2008"	"Haga/Sandbacka"	"Östra stadsdelen"	"Totalt"	120
"2008"	"Haga/Sandbacka"	"Marieområdet"	"Totalt"	157
"2008"	"Haga/Sandbacka"	"Universitetsområdet"	"Totalt"	614
"2008"	"Haga/Sandbacka"	"Tomteboområdet"	"Totalt"	14
"2008"	"Haga/Sandbacka"	"Holmsund"	"Totalt"	54
"2008"	"Haga/Sandbacka"	"Hörnefors"	"Totalt"	10
"2008"	"Haga/Sandbacka"	"Sävar"	"Totalt"	31
"2008"	"Haga/Sandbacka"	"Holmön"	"Totalt"	0
"2008"	"Haga/Sandbacka"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Haga/Sandbacka"	"Uppgift saknas"	"Totalt"	0
"2008"	"Haga/Sandbacka"	"Ospecificerad arbetsplats"	"Totalt"	87
"2008"	"Haga/Sandbacka"	"Arbetsplatsen saknar NYKO"	"Totalt"	9
"2008"	"Haga/Sandbacka"	"Växlande arbetskraft"	"Totalt"	34
"2008"	"Haga/Sandbacka"	"Totalt"	"Totalt"	3646
"2008"	"Haga/Sandbacka"	"I20-området"	"Totalt"	..
"2008"	"Centrala staden"	"Berghem"	"Totalt"	42
"2008"	"Centrala staden"	"Haga/Sandbacka"	"Totalt"	73
"2008"	"Centrala staden"	"Centrala staden"	"Totalt"	1987
"2008"	"Centrala staden"	"Västerslätt"	"Totalt"	160
"2008"	"Centrala staden"	"Ersboda/Ersmark"	"Totalt"	393
"2008"	"Centrala staden"	"Backen"	"Totalt"	284
"2008"	"Centrala staden"	"Umeå västra landsbygd"	"Totalt"	42
"2008"	"Centrala staden"	"Tavelsjö"	"Totalt"	3
"2008"	"Centrala staden"	"Teg"	"Totalt"	484
"2008"	"Centrala staden"	"Umeå södra landsbygd"	"Totalt"	26
"2008"	"Centrala staden"	"Östra stadsdelen"	"Totalt"	158
"2008"	"Centrala staden"	"Marieområdet"	"Totalt"	142
"2008"	"Centrala staden"	"Universitetsområdet"	"Totalt"	931
"2008"	"Centrala staden"	"Tomteboområdet"	"Totalt"	28
"2008"	"Centrala staden"	"Holmsund"	"Totalt"	92
"2008"	"Centrala staden"	"Hörnefors"	"Totalt"	17
"2008"	"Centrala staden"	"Sävar"	"Totalt"	50
"2008"	"Centrala staden"	"Holmön"	"Totalt"	1
"2008"	"Centrala staden"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Centrala staden"	"Uppgift saknas"	"Totalt"	0
"2008"	"Centrala staden"	"Ospecificerad arbetsplats"	"Totalt"	120
"2008"	"Centrala staden"	"Arbetsplatsen saknar NYKO"	"Totalt"	18
"2008"	"Centrala staden"	"Växlande arbetskraft"	"Totalt"	55
"2008"	"Centrala staden"	"Totalt"	"Totalt"	5106
"2008"	"Centrala staden"	"I20-området"	"Totalt"	..
"2008"	"Västerslätt"	"Berghem"	"Totalt"	5
"2008"	"Västerslätt"	"Haga/Sandbacka"	"Totalt"	22
"2008"	"Västerslätt"	"Centrala staden"	"Totalt"	248
"2008"	"Västerslätt"	"Västerslätt"	"Totalt"	105
"2008"	"Västerslätt"	"Ersboda/Ersmark"	"Totalt"	83
"2008"	"Västerslätt"	"Backen"	"Totalt"	120
"2008"	"Västerslätt"	"Umeå västra landsbygd"	"Totalt"	17
"2008"	"Västerslätt"	"Tavelsjö"	"Totalt"	0
"2008"	"Västerslätt"	"Teg"	"Totalt"	92
"2008"	"Västerslätt"	"Umeå södra landsbygd"	"Totalt"	1
"2008"	"Västerslätt"	"Östra stadsdelen"	"Totalt"	27
"2008"	"Västerslätt"	"Marieområdet"	"Totalt"	41
"2008"	"Västerslätt"	"Universitetsområdet"	"Totalt"	118
"2008"	"Västerslätt"	"Tomteboområdet"	"Totalt"	4
"2008"	"Västerslätt"	"Holmsund"	"Totalt"	13
"2008"	"Västerslätt"	"Hörnefors"	"Totalt"	2
"2008"	"Västerslätt"	"Sävar"	"Totalt"	4
"2008"	"Västerslätt"	"Holmön"	"Totalt"	0
"2008"	"Västerslätt"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Västerslätt"	"Uppgift saknas"	"Totalt"	0
"2008"	"Västerslätt"	"Ospecificerad arbetsplats"	"Totalt"	16
"2008"	"Västerslätt"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2008"	"Västerslätt"	"Växlande arbetskraft"	"Totalt"	4
"2008"	"Västerslätt"	"Totalt"	"Totalt"	923
"2008"	"Västerslätt"	"I20-området"	"Totalt"	..
"2008"	"Ersboda/Ersmark"	"Berghem"	"Totalt"	28
"2008"	"Ersboda/Ersmark"	"Haga/Sandbacka"	"Totalt"	95
"2008"	"Ersboda/Ersmark"	"Centrala staden"	"Totalt"	888
"2008"	"Ersboda/Ersmark"	"Västerslätt"	"Totalt"	207
"2008"	"Ersboda/Ersmark"	"Ersboda/Ersmark"	"Totalt"	824
"2008"	"Ersboda/Ersmark"	"Backen"	"Totalt"	281
"2008"	"Ersboda/Ersmark"	"Umeå västra landsbygd"	"Totalt"	31
"2008"	"Ersboda/Ersmark"	"Tavelsjö"	"Totalt"	5
"2008"	"Ersboda/Ersmark"	"Teg"	"Totalt"	427
"2008"	"Ersboda/Ersmark"	"Umeå södra landsbygd"	"Totalt"	16
"2008"	"Ersboda/Ersmark"	"Östra stadsdelen"	"Totalt"	131
"2008"	"Ersboda/Ersmark"	"Marieområdet"	"Totalt"	227
"2008"	"Ersboda/Ersmark"	"Universitetsområdet"	"Totalt"	688
"2008"	"Ersboda/Ersmark"	"Tomteboområdet"	"Totalt"	39
"2008"	"Ersboda/Ersmark"	"Holmsund"	"Totalt"	64
"2008"	"Ersboda/Ersmark"	"Hörnefors"	"Totalt"	13
"2008"	"Ersboda/Ersmark"	"Sävar"	"Totalt"	51
"2008"	"Ersboda/Ersmark"	"Holmön"	"Totalt"	0
"2008"	"Ersboda/Ersmark"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Ersboda/Ersmark"	"Uppgift saknas"	"Totalt"	0
"2008"	"Ersboda/Ersmark"	"Ospecificerad arbetsplats"	"Totalt"	85
"2008"	"Ersboda/Ersmark"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2008"	"Ersboda/Ersmark"	"Växlande arbetskraft"	"Totalt"	83
"2008"	"Ersboda/Ersmark"	"Totalt"	"Totalt"	4191
"2008"	"Ersboda/Ersmark"	"I20-området"	"Totalt"	..
"2008"	"Backen"	"Berghem"	"Totalt"	22
"2008"	"Backen"	"Haga/Sandbacka"	"Totalt"	76
"2008"	"Backen"	"Centrala staden"	"Totalt"	1127
"2008"	"Backen"	"Västerslätt"	"Totalt"	221
"2008"	"Backen"	"Ersboda/Ersmark"	"Totalt"	324
"2008"	"Backen"	"Backen"	"Totalt"	940
"2008"	"Backen"	"Umeå västra landsbygd"	"Totalt"	72
"2008"	"Backen"	"Tavelsjö"	"Totalt"	8
"2008"	"Backen"	"Teg"	"Totalt"	375
"2008"	"Backen"	"Umeå södra landsbygd"	"Totalt"	24
"2008"	"Backen"	"Östra stadsdelen"	"Totalt"	131
"2008"	"Backen"	"Marieområdet"	"Totalt"	110
"2008"	"Backen"	"Universitetsområdet"	"Totalt"	597
"2008"	"Backen"	"Tomteboområdet"	"Totalt"	21
"2008"	"Backen"	"Holmsund"	"Totalt"	43
"2008"	"Backen"	"Hörnefors"	"Totalt"	12
"2008"	"Backen"	"Sävar"	"Totalt"	28
"2008"	"Backen"	"Holmön"	"Totalt"	1
"2008"	"Backen"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Backen"	"Uppgift saknas"	"Totalt"	0
"2008"	"Backen"	"Ospecificerad arbetsplats"	"Totalt"	106
"2008"	"Backen"	"Arbetsplatsen saknar NYKO"	"Totalt"	9
"2008"	"Backen"	"Växlande arbetskraft"	"Totalt"	53
"2008"	"Backen"	"Totalt"	"Totalt"	4300
"2008"	"Backen"	"I20-området"	"Totalt"	..
"2008"	"Umeå västra landsbygd"	"Berghem"	"Totalt"	5
"2008"	"Umeå västra landsbygd"	"Haga/Sandbacka"	"Totalt"	24
"2008"	"Umeå västra landsbygd"	"Centrala staden"	"Totalt"	332
"2008"	"Umeå västra landsbygd"	"Västerslätt"	"Totalt"	77
"2008"	"Umeå västra landsbygd"	"Ersboda/Ersmark"	"Totalt"	115
"2008"	"Umeå västra landsbygd"	"Backen"	"Totalt"	187
"2008"	"Umeå västra landsbygd"	"Umeå västra landsbygd"	"Totalt"	265
"2008"	"Umeå västra landsbygd"	"Tavelsjö"	"Totalt"	8
"2008"	"Umeå västra landsbygd"	"Teg"	"Totalt"	173
"2008"	"Umeå västra landsbygd"	"Umeå södra landsbygd"	"Totalt"	8
"2008"	"Umeå västra landsbygd"	"Östra stadsdelen"	"Totalt"	61
"2008"	"Umeå västra landsbygd"	"Marieområdet"	"Totalt"	51
"2008"	"Umeå västra landsbygd"	"Universitetsområdet"	"Totalt"	242
"2008"	"Umeå västra landsbygd"	"Tomteboområdet"	"Totalt"	2
"2008"	"Umeå västra landsbygd"	"Holmsund"	"Totalt"	26
"2008"	"Umeå västra landsbygd"	"Hörnefors"	"Totalt"	4
"2008"	"Umeå västra landsbygd"	"Sävar"	"Totalt"	15
"2008"	"Umeå västra landsbygd"	"Holmön"	"Totalt"	0
"2008"	"Umeå västra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Umeå västra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2008"	"Umeå västra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	44
"2008"	"Umeå västra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	6
"2008"	"Umeå västra landsbygd"	"Växlande arbetskraft"	"Totalt"	19
"2008"	"Umeå västra landsbygd"	"Totalt"	"Totalt"	1664
"2008"	"Umeå västra landsbygd"	"I20-området"	"Totalt"	..
"2008"	"Tavelsjö"	"Berghem"	"Totalt"	5
"2008"	"Tavelsjö"	"Haga/Sandbacka"	"Totalt"	23
"2008"	"Tavelsjö"	"Centrala staden"	"Totalt"	181
"2008"	"Tavelsjö"	"Västerslätt"	"Totalt"	59
"2008"	"Tavelsjö"	"Ersboda/Ersmark"	"Totalt"	84
"2008"	"Tavelsjö"	"Backen"	"Totalt"	113
"2008"	"Tavelsjö"	"Umeå västra landsbygd"	"Totalt"	29
"2008"	"Tavelsjö"	"Tavelsjö"	"Totalt"	189
"2008"	"Tavelsjö"	"Teg"	"Totalt"	120
"2008"	"Tavelsjö"	"Umeå södra landsbygd"	"Totalt"	6
"2008"	"Tavelsjö"	"Östra stadsdelen"	"Totalt"	36
"2008"	"Tavelsjö"	"Marieområdet"	"Totalt"	34
"2008"	"Tavelsjö"	"Universitetsområdet"	"Totalt"	113
"2008"	"Tavelsjö"	"Tomteboområdet"	"Totalt"	2
"2008"	"Tavelsjö"	"Holmsund"	"Totalt"	13
"2008"	"Tavelsjö"	"Hörnefors"	"Totalt"	1
"2008"	"Tavelsjö"	"Sävar"	"Totalt"	9
"2008"	"Tavelsjö"	"Holmön"	"Totalt"	0
"2008"	"Tavelsjö"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Tavelsjö"	"Uppgift saknas"	"Totalt"	0
"2008"	"Tavelsjö"	"Ospecificerad arbetsplats"	"Totalt"	26
"2008"	"Tavelsjö"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2008"	"Tavelsjö"	"Växlande arbetskraft"	"Totalt"	16
"2008"	"Tavelsjö"	"Totalt"	"Totalt"	1061
"2008"	"Tavelsjö"	"I20-området"	"Totalt"	..
"2008"	"Teg"	"Berghem"	"Totalt"	28
"2008"	"Teg"	"Haga/Sandbacka"	"Totalt"	71
"2008"	"Teg"	"Centrala staden"	"Totalt"	1543
"2008"	"Teg"	"Västerslätt"	"Totalt"	221
"2008"	"Teg"	"Ersboda/Ersmark"	"Totalt"	394
"2008"	"Teg"	"Backen"	"Totalt"	304
"2008"	"Teg"	"Umeå västra landsbygd"	"Totalt"	44
"2008"	"Teg"	"Tavelsjö"	"Totalt"	9
"2008"	"Teg"	"Teg"	"Totalt"	1625
"2008"	"Teg"	"Umeå södra landsbygd"	"Totalt"	41
"2008"	"Teg"	"Östra stadsdelen"	"Totalt"	165
"2008"	"Teg"	"Marieområdet"	"Totalt"	159
"2008"	"Teg"	"Universitetsområdet"	"Totalt"	784
"2008"	"Teg"	"Tomteboområdet"	"Totalt"	27
"2008"	"Teg"	"Holmsund"	"Totalt"	81
"2008"	"Teg"	"Hörnefors"	"Totalt"	26
"2008"	"Teg"	"Sävar"	"Totalt"	30
"2008"	"Teg"	"Holmön"	"Totalt"	0
"2008"	"Teg"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Teg"	"Uppgift saknas"	"Totalt"	0
"2008"	"Teg"	"Ospecificerad arbetsplats"	"Totalt"	121
"2008"	"Teg"	"Arbetsplatsen saknar NYKO"	"Totalt"	16
"2008"	"Teg"	"Växlande arbetskraft"	"Totalt"	63
"2008"	"Teg"	"Totalt"	"Totalt"	5752
"2008"	"Teg"	"I20-området"	"Totalt"	..
"2008"	"Umeå södra landsbygd"	"Berghem"	"Totalt"	2
"2008"	"Umeå södra landsbygd"	"Haga/Sandbacka"	"Totalt"	31
"2008"	"Umeå södra landsbygd"	"Centrala staden"	"Totalt"	411
"2008"	"Umeå södra landsbygd"	"Västerslätt"	"Totalt"	102
"2008"	"Umeå södra landsbygd"	"Ersboda/Ersmark"	"Totalt"	146
"2008"	"Umeå södra landsbygd"	"Backen"	"Totalt"	146
"2008"	"Umeå södra landsbygd"	"Umeå västra landsbygd"	"Totalt"	16
"2008"	"Umeå södra landsbygd"	"Tavelsjö"	"Totalt"	3
"2008"	"Umeå södra landsbygd"	"Teg"	"Totalt"	394
"2008"	"Umeå södra landsbygd"	"Umeå södra landsbygd"	"Totalt"	270
"2008"	"Umeå södra landsbygd"	"Östra stadsdelen"	"Totalt"	72
"2008"	"Umeå södra landsbygd"	"Marieområdet"	"Totalt"	60
"2008"	"Umeå södra landsbygd"	"Universitetsområdet"	"Totalt"	300
"2008"	"Umeå södra landsbygd"	"Tomteboområdet"	"Totalt"	5
"2008"	"Umeå södra landsbygd"	"Holmsund"	"Totalt"	40
"2008"	"Umeå södra landsbygd"	"Hörnefors"	"Totalt"	17
"2008"	"Umeå södra landsbygd"	"Sävar"	"Totalt"	7
"2008"	"Umeå södra landsbygd"	"Holmön"	"Totalt"	0
"2008"	"Umeå södra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2008"	"Umeå södra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2008"	"Umeå södra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	44
"2008"	"Umeå södra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2008"	"Umeå södra landsbygd"	"Växlande arbetskraft"	"Totalt"	9
"2008"	"Umeå södra landsbygd"	"Totalt"	"Totalt"	2083
"2008"	"Umeå södra landsbygd"	"I20-området"	"Totalt"	..
"2008"	"Östra stadsdelen"	"Berghem"	"Totalt"	47
"2008"	"Östra stadsdelen"	"Haga/Sandbacka"	"Totalt"	70
"2008"	"Östra stadsdelen"	"Centrala staden"	"Totalt"	1042
"2008"	"Östra stadsdelen"	"Västerslätt"	"Totalt"	112
"2008"	"Östra stadsdelen"	"Ersboda/Ersmark"	"Totalt"	312
"2008"	"Östra stadsdelen"	"Backen"	"Totalt"	203
"2008"	"Östra stadsdelen"	"Umeå västra landsbygd"	"Totalt"	32
"2008"	"Östra stadsdelen"	"Tavelsjö"	"Totalt"	6
"2008"	"Östra stadsdelen"	"Teg"	"Totalt"	375
"2008"	"Östra stadsdelen"	"Umeå södra landsbygd"	"Totalt"	17
"2008"	"Östra stadsdelen"	"Östra stadsdelen"	"Totalt"	514
"2008"	"Östra stadsdelen"	"Marieområdet"	"Totalt"	102
"2008"	"Östra stadsdelen"	"Universitetsområdet"	"Totalt"	1467
"2008"	"Östra stadsdelen"	"Tomteboområdet"	"Totalt"	69
"2008"	"Östra stadsdelen"	"Holmsund"	"Totalt"	66
"2008"	"Östra stadsdelen"	"Hörnefors"	"Totalt"	11
"2008"	"Östra stadsdelen"	"Sävar"	"Totalt"	34
"2008"	"Östra stadsdelen"	"Holmön"	"Totalt"	0
