komk,N07015,N00905,N00914,N00920,N00954,N00968,N02937,N02993,N07004,N07805,N07806,N07900,N07908,N07909,N07911,N07910,N07912,U07406,U01803,pt_share,N60404,U85001,U85002,U85420,U85421,U85422,U85427,U85429,Grupp,Huvudgrupp,Kommungrupp,Kommunnamn
1715,219.390347,174352,76.811594,53.440367,72.9,17.163609,32.83017819,359.73,1537.84928,67.92259313,0.23797081,4.12309785,2601,8338,70.956816,10495,46,NA,21.9,0.032098889105324,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B4,B,4,Kil
1730,52.931403,159110,67.59388,18.796069,52.3,37.346437,10.27335463,820.18,1644.671256,163.18835485,0.44313856,0.18836826,1541,6737,166.033705,10092,48,50,33.1,0.0195855177237431,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C9,C,9,Eda
1737,55.273454,166665,77.377807,10.40153,45.2,21.950287,2.88622096,4162.19,1703.238159,459.58550961,0.30125121,2.90602489,10335,5952,277.1997,12354,50,NA,26.6,0.0308539158948064,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Torsby
1760,19.123699,163249,72.147002,47.661188,60.7,27.812895,10.55253276,391.47,1048.898572,186.36901421,0.28125065,19.13357401,820,4741,224.642944,10626,49,NA,23.9,0.042338882750555,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C7,C,7,Storfors
1761,13.874207,204920,81.192661,66.704545,90.7,23.863636,254.00234939,59.59,1417.547569,17.18218196,0.20819073,35.46245269,5237,16884,31.844609,43414,43,68,14.6,0.0109628505593834,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B4,B,4,Hammarö
1762,22.702407,152735,72.067039,23.410405,80.8,27.890173,25.82285634,141.58,1821.389497,86.62919483,3.55360492,18.59185919,90,3144,107.221007,5634,50,NA,27.2,0,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B5,B,5,Munkfors
1763,200.761601,170113,72.972074,54.031237,81.6,18.826509,32.43150095,348.18,1461.388594,64.17058078,0.18707006,15.69977925,2264,7040,52.072264,10354,47,NA,23.9,0.0531707326617595,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B4,B,4,Forshaga
1764,98.487395,160422,70.41841,40.552486,71.5,23.149171,23.09902169,386.38,1510.70028,89.48652532,1.88055368,19.72477064,1013,5659,98.823529,13677,48,NA,23.4,0.0423724795813337,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B4,B,4,Grums
1765,-5.827389,161703,70.246343,9.029454,44.5,13.085466,7.06151958,1409.47,1067.316387,233.8139792,0.5389959,11.01308184,3382,9151,228.875716,10047,46,NA,35.7,0.0186454380704102,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Årjäng
1766,70.017677,165877,78.116976,22.894385,47.9,12.533422,10.10084542,1288.11,1272.769195,186.36969818,0.26422183,26.51457348,2805,8317,156.944124,8227,49,NA,23.6,0.0384327508280452,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Sunne
1780,654.534892,183636,75.488161,16.526651,89.3,33.888567,75.08788737,1169.11,2449.51359,32.21250848,2.67186496,62.85605817,12275,14802,22.851024,19244,43,63,20.8,0.0669551381341791,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B3,B,3,Karlstad
1781,86.057873,163246,71.064027,30.043095,81.7,15.493536,31.79971319,753.12,1565.368074,73.80346315,0.11823823,36.78621097,1843,7009,73.489499,16319,46,NA,24.1,0.0120308828693685,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B5,B,5,Kristinehamn
1782,311.937896,158726,71.883289,13.914748,80.2,15.77658,6.8857845,1534.03,1591.214617,243.00334072,0.2988731,20.015163,448,3731,137.839629,11908,49,NA,25.2,0.0369148775634763,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Filipstad
1783,31.314721,157026,73.680717,16.337673,64.3,9.827803,6.61725607,1824.17,1412.476183,248.07070591,0.67014462,16.61601643,337,4484,185.900091,4922,50,NA,24.1,0.050289859608326,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Hagfors
1784,370.724716,168259,74.835479,19.621038,63.9,9.987604,15.65558561,1649.06,1474.028741,117.7848341,1.52448581,27.45606565,4161,8408,112.484022,13602,47,55,22.5,0.0179255624600284,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,C8,C,8,Arvika
1785,975.582613,156947,71.830986,22.295515,64.3,15.600264,12.51331116,1220.78,2773.369992,151.61709767,3.83314542,41.37277952,1002,5825,123.199791,13152,50,60,25.3,0,44.52408598,1624.812373,21.34110424,58,78,12.6024368,12,76.13534686,B5,B,5,Säffle
1814,20.441762,181504,80.218069,56.44871,42.2,19.976005,15.7375421,463.16,639.868295,134.08769381,NA,29.35214354,1499,8690,127.589518,11098,48,NA,18.5,0.0368013640981854,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B4,B,4,Lekeberg
1860,30.46595,159887,73.825018,31.689498,75.7,17.990868,9.26956493,601.97,2388.888889,219.86418047,1.72152467,61.48028093,1380,4226,122.043011,6607,51,NA,17.6,0.0433480670336527,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B5,B,5,Laxå
1861,121.7659,169244,73.768473,44.126787,76.5,43.629584,23.97794914,636.71,1374.926312,90.29907356,3.028703,67.60619032,3069,7327,60.326194,12598,46,NA,20.4,0.0443183668641352,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B4,B,4,Hallsberg
1862,119.157895,159776,72.161616,49.73262,81.6,19.625668,24.74087192,383.98,1021.789474,87.55842229,0.95670105,36.95169644,1076,4689,66.947368,9504,47,NA,21.6,0.0103228163390023,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,C7,C,7,Degerfors
1863,5.01289,154785,69.364162,19.025522,75.1,13.843774,7.0886847,984.95,1486.536809,271.10086422,0.03307011,69.24728105,365,3481,183.042108,10477,47,NA,24.2,0.0165422516727339,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,C8,C,8,Hällefors
1864,61.948718,153075,67.394822,31.531532,72.1,19.031532,8.47030615,575.54,1412.717949,235.22663056,0.09303092,59.17355372,157,4019,226.461538,6503,51,NA,25.3,0.0189321545405063,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,C7,C,7,Ljusnarsberg
1880,463.31055,185693,74.799335,13.005701,88.3,20.554251,102.3915814,1373.15,1169.453552,24.81338264,1.61983243,70.97324371,14373,16592,20.206403,13952,40,55,21.6,0.0621255895783501,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B3,B,3,Örebro
1881,237.944891,181164,76.535627,51.105811,85.4,29.401561,102.38025272,204.18,1109.357061,28.52114323,0.04117616,41.86202921,5244,11367,9.854573,13417,42,60,18.4,0.015047729087601,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B4,B,4,Kumla
1882,61.553713,169622,78.112943,33.660532,60.9,11.492843,13.59820586,815.99,1168.5292,166.98370764,NA,50.66243194,3382,7876,182.498198,13085,50,NA,18.5,0.0582210966789957,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B5,B,5,Askersund
1883,157.46098,170476,74.61087,15.306122,91.3,31.503077,63.49016509,468.23,1313.038213,40.49759937,NA,61.20032386,2351,7189,20.923036,13499,44,NA,18.9,0.0241679454000807,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,C6,C,6,Karlskoga
1884,0.769305,173044,76.091703,37.831858,76.6,13.318584,16.81352973,618.49,1086.258294,123.68864218,0.00589427,66.82116647,2315,8446,107.606501,13039,48,58,20.6,0.0296004646455771,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B4,B,4,Nora
1885,41.422161,172481,75.077678,21.489104,72.8,22.397094,16.82358321,1377.59,942.613048,122.61314795,6.4329e-4,18.87506525,2567,6570,83.10321,8718,47,NA,21.5,0.0310625976203614,43.54204338,1334.939295,28.952428,49,65,9.24089976,13,46.10802572,B5,B,5,Lindesberg
1904,9.068238,161463,72.914798,36.746303,61.1,18.657565,6.68911029,659.43,815.688053,255.5690535,1.20736798,9.65909091,322,4486,270.460213,10675,50,54,20.6,0.055042708087767,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,C7,C,7,Skinnskatteberg
1907,92.739475,166006,73.312278,45.607763,92.1,16.649642,28.60300748,343.81,1541.387025,65.51546604,NA,10.38632686,965,7800,40.878585,14152,46,NA,19.3,0.0272188061995796,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,B4,B,4,Surahammar
1960,8.685015,171791,73.860465,49.327878,76,20.338983,40.34048853,202.65,1183.730887,65.3196208,0.58840753,28.16550349,3079,7600,38.654434,15028,46,59,19.8,0.0954059661883614,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,C7,C,7,Kungsör
1961,14.880186,169550,72.910027,44.500954,88.1,25.651621,91.54921271,169.57,1776.024221,31.83731777,NA,39.93354183,1778,9756,10.950786,11844,43,60,21.4,0.0309781481679002,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,B4,B,4,Hallstahammar
1962,0,165802,72.289973,50.918635,78.9,19.335083,13.42269028,417.8,1293.865906,140.53282054,NA,17.8527063,700,5459,99.14408,9864,48,56,20.9,0.0137107505220793,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,C7,C,7,Norberg
1980,397.351739,186759,73.870697,12.973332,93.3,17.879852,148.20441701,959.02,1375.118728,17.3321502,2.98281368,75.01405624,11626,16685,15.900824,18834,41,58,19.4,0.0602536757403762,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,B3,B,3,Västerås
1981,-18.604438,169516,75.852798,34.605861,68.7,15.497317,18.65621117,1166.85,1171.436446,100.03500257,0.35803788,25.30924253,6971,10549,78.460196,11177,47,NA,21.2,0.0476037132470295,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,B5,B,5,Sala
1982,-1.631448,171202,71.758703,17.242734,89.4,35.860173,47.84418674,269.04,1721.100062,45.49820136,NA,45.24582377,703,5844,60.441268,12624,44,NA,20.9,0.0274610010143038,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,C7,C,7,Fagersta
1983,40.020605,167557,72.472487,24.156982,82.9,24.633263,41.74509966,604.55,1180.290843,49.95477577,2.85700222,79.46313587,2801,9880,46.439751,12750,43,NA,20.9,0.0202921521744933,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,B5,B,5,Köping
1984,4.817313,167872,72.98066,33.925335,81.5,26.132657,41.46206557,325.43,2078.633365,62.72517469,0.26641349,45.74252977,1111,8504,51.656414,11758,46,62,21.4,0.0206781871667334,37.00138566,1158.715943,32.75892175,46,68,13.52493725,12,35.37100373,C7,C,7,Arboga
2021,0.148588,152950,78.453365,12.561061,60.5,9.211445,4.37135044,1539.57,1116.493314,377.67153432,0.23264743,8.40831981,577,4100,272.213967,4562,48,NA,25.4,0.0708407308230311,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C8,C,8,Vansbro
2023,51.088361,170201,80.490566,9.814895,73,17.4774,2.46287692,4085.06,1031.408409,449.80761077,1.35586256,1.66011788,9587,6919,668.720803,22062,50,60,22.4,0.0177897184284663,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C9,C,9,Malung-Sälen
2026,45.495361,175647,80.906646,45.598592,73.4,14.43662,13.06524148,767.15,705.07832,143.47490981,0.36629949,3.86391008,3464,7672,248.528385,10895,46,NA,19.3,0,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,B4,B,4,Gagnef
2029,165.863957,175089,80.311401,26.263203,75.7,21.210391,12.4112575,1221.23,2379.296695,142.53283856,0.12800246,14.30637738,6387,12644,254.271954,16039,47,57,17.9,0.0166034373048661,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C9,C,9,Leksand
2031,56.474085,161881,77.777778,29.991431,68.1,16.923736,5.60536482,1920.66,1071.707226,265.48931386,NA,20.84298286,5992,9997,259.149173,13387,49,56,20.4,0.0451421507478093,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C9,C,9,Rättvik
2034,-77.237553,159020,72.958356,42.140921,80.9,17.886179,3.95701534,1730.85,986.713389,304.3199946,0.40303739,18.16186155,3776,7878,222.514236,13217,48,NA,26.7,0.0295380549527139,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C9,C,9,Orsa
2039,33.680947,162224,78.302417,18.745875,69.8,8.976898,1.03266968,6871.51,1127.959414,679.3982018,NA,0.19613337,8227,6095,650.789177,13382,47,NA,24.8,0.0632771386688093,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C9,C,9,Älvdalen
2061,32.92489,166782,77.03624,47.932085,68.1,12.668698,11.27837792,947.92,1442.98943,185.02545384,NA,17.97178298,1456,6140,183.144701,12151,47,NA,18,0.00725795039892269,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C7,C,7,Smedjebacken
2062,32.153215,177372,81.064653,13.854538,84.6,21.819325,7.11024831,2812.56,1142.814281,206.57163221,2.05131319,28.74570532,6711,10054,232.173217,11770,46,NA,18.9,0.0326342632628037,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C8,C,8,Mora
2080,195.465675,188260,78.879257,17.401255,82.8,25.485419,27.82518761,2040.13,1635.950464,68.96445068,2.62659503,49.23303364,11146,13341,65.125865,16867,44,NA,19.2,0.0345978614176617,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C6,C,6,Falun
2081,83.121764,177831,73.612913,22.754546,90.4,33.499492,85.67489338,583.87,1264.658257,29.55949951,3.20085769,53.61788946,8037,13254,34.584091,12643,42,NA,22.9,0.0271322829144562,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,B3,B,3,Borlänge
2082,61.620528,180443,81.126858,48.907429,62.1,23.003576,19.06440131,570.33,1136.576842,118.88693801,1.36047881,15.21378548,1827,8678,135.565161,10970,47,NA,17.9,0.0249640051015683,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,B4,B,4,Säter
2083,78.956128,166848,75.442975,27.230339,72.1,23.064967,17.98706742,835.1,1469.409493,121.1711657,NA,25.78311654,2339,6691,110.245656,8965,48,NA,21.4,0,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C7,C,7,Hedemora
2084,103.975535,170407,74.420616,19.025775,79.2,15.923984,35.19282511,613.25,1278.241127,64.29562561,0.29614764,36.63592323,1958,7307,67.000278,9283,46,61,18.5,0.0190558590849082,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C6,C,6,Avesta
2085,87.04107,167053,74.009791,13.022904,88.1,20.461859,17.251513,1490.42,1269.640635,107.42707755,2.92954772,33.2750243,3531,6590,89.646857,11265,45,NA,19.7,0.0234084064425391,35.58378347,1175.774926,20.50943396,44,63,21.99949686,10,57.32849226,C8,C,8,Ludvika
2101,6.741573,165322,78.127046000000007,29.733959,61.5,13.302034,5.4320779,1064.97,700.432152,302.08260553,NA,15.37803626,3014,5788,205.185825,4636,50,52,22,0.0335901009413405,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,B5,B,5,Ockelbo
2104,285.564084,169353,75,22.187982,77.8,15.921931,23.20095624,409.94,1863.211019,97.01939476,2.5954697,32.67513917,874,5477,87.372516,11565,45,55,19.4,0.039048315689582,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,B5,B,5,Hofors
2121,70.2836,163211,77.565217,22.226873,63.4,11.00879,6.06092958,1873.31,1519.816805,276.20687661,0.02331722,31.44587832,2118,4984,141.976396,7721,49,NA,21,0.0150190335684478,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C8,C,8,Ovanåker
2132,22.126225,160196,75.606746,32.585949,47.9,11.659193,6.92450242,1370.64,451.374987,230.71185902,NA,8.52916492,NA,4507,256.348119,13578,49,56,24.1,0.0670704186461978,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C7,C,7,Nordanstig
2161,105.963763,164984,77.645855,11.687682,58.5,8.753637,3.60130881,5256.7,1338.175479,406.96518150000003,NA,21.52917505,4075,6534,196.714384,10285,47,NA,22.8,0.0544613186885123,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C8,C,8,Ljusdal
2180,229.678308,182990,74.102959,13.723961,92.5,18.238965,60.26887819,1613.37,1805.133901,34.92153465,2.59822446,63.60072784,10639,14274,33.423835,20055,41,56,20.3,0.057113896304375,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,B3,B,3,Gävle
2181,71.57047,172743,72.650771,26.315104,85.3,22.565104,31.93587106,1166.4,1181.073826,65.21632344,0.08372647,48.05219314,4175,8957,60.832215,15191,43,59,19.9,0.0573992641961207,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,B5,B,5,Sandviken
2182,119.173021,164180,72.468307,14.94408,76.2,13.266487,23.98446412,1060.77,1443.164846,93.46473469,1.80805049,37.83890915,3565,6144,140.633598,13179,47,58,20.5,0.042282900646267,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C8,C,8,Söderhamn
2183,99.345855,169473,74.996387,16.589203,67.5,17.572399,14.40791468,1814.35,1716.996289,127.79589434,2.26224702,39.72246646,4688,6653,106.958418,11622,47,NA,22.2,0.0385569337608371,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C8,C,8,Bollnäs
2184,165.304515,176278,77.090909,11.320525,69.3,12.354086,14.79735947,2488.89,1483.939287,117.03919143,1.70388453,46.4861047,7038,9693,127.236688,15193,45,NA,20.3,0.0547816447248112,50.17246447,1202.690938,14.83852641,53,67,9.5593431,15,81.05191208,C6,C,6,Hudiksvall
2260,12.463343,162120,75.154258,15.179022,60.1,8.673727,3.12909653,3051.36,861.855886,445.78941412,0.17571573,19.71098867,461,2609,177.943025,2640,51,61,21.3,0.037821295368942,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,C8,C,8,Ånge
2262,222.898904,180187,76.4399,54.354508,80.8,16.880123,23.05885357,783.3,1888.218359,78.68206937,1.68562086,46.89931096,1906,7472,70.867014,11617,42,NA,19.6,0.0582790099401975,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,B4,B,4,Timrå
2280,57.61149,175552,75.951504,15.955647,78.4,18.643112,23.15752674,1058.36,2278.34673,77.43049904,2.00402096,46.90791361,2443,6152,106.08348,12223,47,70,22.5,0.0254337892078913,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,C6,C,6,Härnösand
2281,359.638268,190595,77.943286,8.489183,84.1,14.886056,30.4043441,3189.61,2048.536782,57.19830651,1.92288556,62.72970765,6731,11564,56.682959,14861,42,58,18.3,0.0662132406583718,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,B3,B,3,Sundsvall
2282,35.718157,164419,75.317683,14.240339,65.2,12.440445,10.8864972,1694.76,1420.271003,159.88386444,0.21535471,2.30158301,1504,3385,233.98374,9765,51,NA,22.1,0.0344354458526406,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,C8,C,8,Kramfors
2283,41.889619,165445,77.004599,8.975586,62.8,9.358545,3.6353565,5397.82,1011.364215,365.4170529,NA,35.50445705,967,3528,156.245222,4384,49,NA,22.4,0.0114256740769037,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,C8,C,8,Sollefteå
2284,367.839086,174487,79.300593,6.239857,73.3,3.229471,8.62328,6376.46,1959.807951,163.1654218,1.01024782,37.38728912,8873,7329,92.823628,16615,47,NA,17.1,0.0208843248235347,41.72372696,1376.232676,20.70086127,44,63,9.74059463,9,66.48190423,C6,C,6,Örnsköldsvik
2303,13.008428,155960,76.247208,16.637011,44.9,13.078292,2.17351482,2511.14,772.260901,635.79412679,NA,1.09689214,NA,2930,235.617442,4554,51,NA,25,0.0140707409346888,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,C8,C,8,Ragunda
2305,88.275652,163577,77.340824,26.039387,46.7,10.86798,1.92447626,3408.2,1053.81918,724.07729761,NA,7.94891059,342,3605,322.305229,5185,51,NA,25.1,0.0340901446292849,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,B5,B,5,Bräcke
2309,23.560746,187184,82.85865,47.368421,50.4,15.087719,2.37897186,6155.18,484.190398,359.58145681,0.29169128,33.82716049,2978,10974,192.993239,8883,46,NA,20.8,0.0216735236262607,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,B4,B,4,Krokom
2313,75.684246,163460,77.785373,10.147823,55.7,6.592089,1.14514175,10465.08,1092.706943,730.72115896,0.28210285,13.37674112,402,3710,283.294393,6152,49,NA,24.6,0.0494647750651072,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,C8,C,8,Strömsund
2321,61.516315,180326,80.556487,20.605355,49.3,15.133877,1.44733278,7199.45,1483.78119,342.74385931,NA,19.13319239,13354,12778,494.817658,21587,44,NA,23,0.00585418955689037,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,C9,C,9,Åre
2326,20.670391,164361,80.318544,24.137931,31,14.733542,1.25364625,5711.34,132.821229,595.07664455,NA,14.27780852,13396,5510,579.888268,12050,49,49,24,0.0186014570897233,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,B5,B,5,Berg
2361,304.347826,166281,82.078431,7.815892,60.3,10.811984,0.91094355,11286.1,1741.659372,879.88658,NA,12.14132344,1981,5792,797.587783,18948,48,NA,22.6,0.0175052878555194,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,C9,C,9,Härjedalen
2380,359.797185,184453,78.358294,9.142586,85.1,19.963457,27.15017366,2208.31,1354.209754,57.69573039,0.03634196,68.12749004,9421,15060,30.605778,16382,43,NA,18.9,0.0475275326053969,41.58915864,1310.245847,10.18376066,NA,NA,6.08971617,NA,128.6603142,B3,B,3,Östersund
2401,8.564088,167016,77.997738,33.710859,52.9,16.922052,5.69862211,1229.42,1153.011704,278.22373594,NA,53.11656964,1206,4426,231.515844,11121,50,NA,20.9,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B4,B,4,Nordmaling
2403,376.436782,154494,76.181818,30.277186,39.3,14.712154,1.86416683,1306.75,1360.426929,733.33389122,0.20975426,49.15324246,NA,2825,201.559934,NA,50,NA,25.2,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B4,B,4,Bjurholm
2404,50.711078,161599,79.029851,22.212766,59.9,16.851064,2.03242602,2629.37,2228.480539,657.55152133,0.00886976,61.32689091,1272,3321,195.546407,NA,52,NA,20.4,0.0533060151092506,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B5,B,5,Vindeln
2409,12.021371,172149,80.138169,33.833116,45.6,12.190352,5.21432275,1292.21,1360.937964,268.34609647,NA,46.6875093,434,4129,255.862274,15459,50,66,20.4,0.0177897214878527,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B5,B,5,Robertsfors
2417,502.994012,162287,77.842566,14.874142,56.8,13.272311,2.40018397,1739.45,1799.281437,569.1637691,NA,58.38926174,826,2555,211.257485,NA,49,51,21.1,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Norsjö
2418,359.429477,168644,83.141762,14.88178,62.6,8.344924,1.97316989,1598.95,1096.988906,505.9118767,NA,71.46433041,406,2968,113.153724,3333,47,NA,20.3,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Malå
2421,41.316762,162926,81.212121,11.374046,56.5,6.870229,0.81522223,7303.53,1364.628821,654.93245801,NA,50.11655012,970,5970,614.712798,16624,47,NA,22,0.0272474232342661,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C9,C,9,Storuman
2422,287.861272,162749,82.839314,13.089005,46.7,9.947644,0.35217767,7368.44,1226.204239,1074.57025703,NA,37.16216216,96,2762,368.786127,8946,46,NA,24.7,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Sorsele
2425,93.942691,158555,80.599369,10.431655,53.6,11.330935,0.99713554,2764.92,1044.976424,722.42051904,NA,18.49731664,NA,3094,361.262242,6538,48,NA,20.6,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Dorotea
2460,0,175057,80.539835,43.419062,67.4,17.750883,16.20993786,529.49,1158.802284,97.50303613,0.02160461,79.50887087,1444,7543,63.73063,6089,46,NA,19.3,0.0356471492896413,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B4,B,4,Vännäs
2462,128.502977,162167,76.561605,10.314208,51.3,5.396175,0.85575438,8047.87,1054.450414,569.97701408,NA,25.45742688,1015,3916,399.738638,11348,44,NA,26.3,0.0525175175506241,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Vilhelmina
2463,27.826087,155191,76.52439,12.204007,66.2,6.921676,0.68066831,4223.79,1374.26087,1581.03042157,0.63403134,48.03921569,NA,2255,253.913043,4482,54,NA,25,0,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Åsele
2480,67.571336,188440,74.937447,7.062578,88.4,11.252949,51.08714889,2316.61,1596.54074,36.32130051,0.00494903,80.9164471,14123,16939,41.631108,21015,41,58,19.4,0.0458018866897923,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,B3,B,3,Umeå
2481,291.605542,172572,80.04911,8.511384,72.5,11.418564,2.22343431,5518.49,1709.616952,485.71487359,0.0158497,69.07133026,1801,6290,115.158924,10197,45,NA,18.9,0.0262352778496606,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C8,C,8,Lycksele
2482,679.988331,179059,79.35143,5.146746,79.4,4.059063,10.58203547,6802.85,2343.390565,139.72502487,0.10750224,80.92431589,6168,8065,100.072234,14938,45,48,17.3,0.0416030125676489,43.40399632,1146.894819,13.42183578,53,69,10.72660452,12,85.44992187,C6,C,6,Skellefteå
2505,11.435636,173700,80.569007,9.937457,78.7,11.04934,1.14410084,5655.97,1232.88518,755.36195348,0.64009849,66.83160662,2052,4991,207.695874,4274,47,NA,16.5,0.048659816598537,32.97508598,1031.827804,13.18202342,62,83,7.38411379,10,78.27537324,C8,C,8,Arvidsjaur
2506,-25.503356,171120,84.441489,10.760402,62.5,14.20373,0.23732218,12556.77,1119.798658,864.15668188,0.40273647,17.1727065,1168,6661,389.597315,16904,46,NA,19.2,0,32.97508598,1031.827804,13.18202342,62,83,7.38411379,10,78.27537324,C9,C,9,Arjeplog
2510,3.750493,173195,82.134915,12.086093,74.4,7.533113,0.2876069,17614.32,930.911962,928.04654816,NA,59.38606848,243,4013,243.584682,4743,45,50,21.2,0,32.97508598,1031.827804,13.18202342,62,83,7.38411379,10,78.27537324,C8,C,8,Jokkmokk
